"city","state","price","amount","quality","date","ppg","state.name","lat","lon"
"Tempe","AZ",10,1,"high",2012-09-18,10,"Arizona",33.380009,-111.931424
"Terra Alta","WV",60,14.15,"medium",2012-09-18,4.24,"West Virginia",39.454805,-79.54326
"Toledo","OH",15,5,"medium",2012-09-18,3,"Ohio",41.678248,-83.52774
"Toms River","NJ",120,7.075,"high",2012-09-18,16.96,"New Jersey",39.975967,-74.23032
"Toms River","NJ",320,28.3,"medium",2012-09-18,11.31,"New Jersey",39.975967,-74.23032
"Trenton","NJ",20,5,"medium",2012-09-18,4,"New Jersey",40.270745,-74.712018
"Tucson","AZ",285,28.3,"high",2012-09-18,10.07,"Arizona",32.170277,-110.96354
"Wahpeton","ND",60,3.54,"high",2012-09-18,16.95,"North Dakota",46.28232,-96.68494
"Waterbury","CT",100,7.075,"high",2012-09-18,14.13,"Connecticut",41.365709,-72.927507
"Wayne","NJ",20,10,"medium",2012-09-18,2,"New Jersey",41.011428,-74.304793
"Willoughby","OH",45,7.075,"high",2012-09-18,6.36,"Ohio",41.768281,-81.3241585
"Wilmington","DE",220,14.15,"high",2012-09-18,15.55,"Delaware",39.564499,-75.597047
"Wilsonville","OR",110,14.15,"high",2012-09-18,7.77,"Oregon",45.308105,-122.77266
"Winston Salem","NC",150,28.3,"medium",2012-09-18,5.3,"North Carolina",36.027482,-80.20728
"Winston Salem","NC",120,28.3,"medium",2012-09-18,4.24,"North Carolina",36.027482,-80.20728
"Ypsilanti","MI",50,14.15,"medium",2012-09-18,3.53,"Michigan",42.2352605,-83.607655
"Yuma","AZ",500,25,"medium",2012-09-18,20,"Arizona",32.700018,-114.52671
"Mclean","VA",390,28.3,"high",2012-09-18,13.78,"Virginia",38.9338676,-77.1772604
"Abilene","TX",60,3.54,"high",2012-09-19,16.95,"Texas",32.4308855,-99.770115
"Accoville","WV",180,14.15,"medium",2012-09-19,12.72,"West Virginia",37.75979,-81.82027
"Aiken","SC",100,28.3,"medium",2012-09-19,3.53,"South Carolina",33.5538075,-81.6077505
"Alamo","CA",120,14.15,"medium",2012-09-19,8.48,"California",37.856683,-122.02488
"Ann Arbor","MI",280,28.3,"high",2012-09-19,9.89,"Michigan",42.2601535,-83.75909
"Antioch","CA",30,3.54,"medium",2012-09-19,8.47,"California",37.9562115,-121.7629945
"Antioch","IL",100,5,"medium",2012-09-19,20,"Illinois",42.46617,-88.09995
"Arlington Heights","IL",60,3.54,"high",2012-09-19,16.95,"Illinois",42.069327,-87.97723
"Atlanta","GA",100,28.3,"medium",2012-09-19,3.53,"Georgia",33.844371,-84.47405
"Atlanta","GA",150,14.15,"high",2012-09-19,10.6,"Georgia",33.844371,-84.47405
"Atlanta","GA",400,28.3,"high",2012-09-19,14.13,"Georgia",33.844371,-84.47405
"Austin","TX",300,28.3,"medium",2012-09-19,10.6,"Texas",30.326374,-97.771258
"Austin","TX",50,7.075,"medium",2012-09-19,7.07,"Texas",30.326374,-97.771258
"Austin","TX",400,28.3,"high",2012-09-19,14.13,"Texas",30.326374,-97.771258
"Austin","TX",90,5,"medium",2012-09-19,18,"Texas",30.326374,-97.771258
"Baltimore","MD",400,28.3,"high",2012-09-19,14.13,"Maryland",39.2847815,-76.620489
"Barlow","OH",50,5,"medium",2012-09-19,10,"Ohio",39.40032,-81.66209
"Bay City","MI",50,5,"medium",2012-09-19,10,"Michigan",43.607523,-83.9162
"Bellingham","WA",260,28.3,"high",2012-09-19,9.19,"Washington",48.759079,-122.435478
"Bellows Falls","VT",20,14.15,"medium",2012-09-19,1.41,"Vermont",43.156451,-72.4729
"Belton","TX",300,28.3,"high",2012-09-19,10.6,"Texas",31.073329,-97.48642
"Bethel","PA",50,3.54,"high",2012-09-19,14.12,"Pennsylvania",40.488558,-76.27269
"Binghamton","NY",150,10,"high",2012-09-19,15,"New York",42.110927,-75.88783
"Birmingham","AL",130,28.3,"high",2012-09-19,4.59,"Alabama",33.544622,-86.929208
"Bloomington","IL",260,28.3,"high",2012-09-19,9.19,"Illinois",40.477735,-88.95
"Boston","MA",245,28.3,"high",2012-09-19,8.66,"Massachusetts",42.338947,-71.026964
"Boston","MA",160,14.15,"medium",2012-09-19,11.31,"Massachusetts",42.338947,-71.026964
"Bowling Green","KY",300,28.3,"medium",2012-09-19,10.6,"Kentucky",36.961988,-86.44751
"Brainerd","MN",360,28.3,"high",2012-09-19,12.72,"Minnesota",46.352758,-94.16289
"Brockton","MA",325,28.3,"high",2012-09-19,11.48,"Massachusetts",41.970474,-70.701357
"Broken Bow","OK",200,28.3,"high",2012-09-19,7.07,"Oklahoma",34.142978,-94.80269
"Brooklyn","NY",100,28.3,"high",2012-09-19,3.53,"New York",40.645099,-73.945032
"Brunswick","GA",100,5,"high",2012-09-19,20,"Georgia",31.221995,-81.49832
"Cape Girardeau","MO",80,5,"high",2012-09-19,16,"Missouri",37.338132,-89.553275
"Carlsbad","CA",150,28.3,"medium",2012-09-19,5.3,"California",33.1,-117.26744
"Carmel","IN",370,28.3,"high",2012-09-19,13.07,"Indiana",39.973731,-86.08875
"Champlin","MN",10,5,"high",2012-09-19,2,"Minnesota",45.170714,-93.38452
"Chicago","IL",400,28.3,"high",2012-09-19,14.13,"Illinois",41.8474,-87.68732
"Clackamas","OR",260,28.3,"high",2012-09-19,9.19,"Oregon",45.416785,-122.52859
"Clifton Park","NY",55,3.54,"high",2012-09-19,15.54,"New York",42.853676,-73.78445
"Clovis","CA",45,3.54,"high",2012-09-19,12.71,"California",36.8750285,-119.620535
"Cohoes","NY",60,3.54,"medium",2012-09-19,16.95,"New York",42.773777,-73.70793
"College Station","TX",60,3.54,"high",2012-09-19,16.95,"Texas",30.6333835,-96.334028
"Columbia","MO",320,28.3,"high",2012-09-19,11.31,"Missouri",38.926021,-92.29518
"Columbus","GA",30,7.075,"medium",2012-09-19,4.24,"Georgia",32.491005,-84.90942
"Columbus","OH",350,28.3,"high",2012-09-19,12.37,"Ohio",39.969036,-83.011389
"Concord","CA",300,28.3,"medium",2012-09-19,10.6,"California",37.953832,-121.967434
"Contoocook","NH",130,14.15,"medium",2012-09-19,9.19,"New Hampshire",43.204192,-71.70711
"Cooleemee","NC",20,5,"medium",2012-09-19,4,"North Carolina",35.812635,-80.55724
"Corpus Christi","TX",350,28.3,"high",2012-09-19,12.37,"Texas",27.777,-97.463213
"Cypress","TX",105,28.3,"high",2012-09-19,3.71,"Texas",29.884175,-95.66597
"Dallas","TX",100,5,"high",2012-09-19,20,"Texas",32.767268,-96.777626
"Debary","FL",300,28.3,"medium",2012-09-19,10.6,"Florida",28.8842975,-81.31106
"Denver","CO",250,28.3,"medium",2012-09-19,8.83,"Colorado",39.738752,-104.96214
"Edwardsville","IL",300,28.3,"high",2012-09-19,10.6,"Illinois",38.7765225,-89.949075
"Edwardsville","IL",500,28.3,"medium",2012-09-19,17.67,"Illinois",38.7765225,-89.949075
"Fairview","OR",170,28.3,"medium",2012-09-19,6.01,"Oregon",45.542239,-122.44553
"Fayetteville","NC",20,5,"medium",2012-09-19,4,"North Carolina",35.0410575,-78.906259
"Fayetteville","NC",90,7.075,"high",2012-09-19,12.72,"North Carolina",35.0410575,-78.906259
"Fontana","CA",200,15,"high",2012-09-19,13.33,"California",34.088911,-117.45213
"Fort Wayne","IN",30,3.54,"medium",2012-09-19,8.47,"Indiana",41.093763,-85.070713
"Franklin","GA",20,5,"medium",2012-09-19,4,"Georgia",33.298014,-85.12243
"Frederick","MD",55,3.54,"medium",2012-09-19,15.54,"Maryland",39.437639,-77.392139
"Fresno","CA",100,15,"medium",2012-09-19,6.67,"California",36.746375,-119.639658
"Garberville","CA",75,28.3,"high",2012-09-19,2.65,"California",40.0985,-123.80654
"Gibsonia","PA",110,7.075,"medium",2012-09-19,15.55,"Pennsylvania",40.631011,-79.95766
"Greensboro","GA",150,28.3,"medium",2012-09-19,5.3,"Georgia",33.5531915,-83.281063
"Greenville","NC",400,28.3,"high",2012-09-19,14.13,"North Carolina",35.580444,-77.37896
"Henderson","NV",240,28.3,"medium",2012-09-19,8.48,"Nevada",36,-115.0060305
"Hicksville","NY",90,7.075,"medium",2012-09-19,12.72,"New York",40.754757,-73.601772
"Houston","TX",75,5,"medium",2012-09-19,15,"Texas",29.83399,-95.434241
"Ironwood","MI",60,3.54,"medium",2012-09-19,16.95,"Michigan",46.47351,-90.15732
"Jacksonville","FL",60,3.54,"medium",2012-09-19,16.95,"Florida",30.33453,-81.6824235
"Jacksonville","FL",100,28.3,"high",2012-09-19,3.53,"Florida",30.33453,-81.6824235
"Jamestown","TN",150,28.3,"medium",2012-09-19,5.3,"Tennessee",36.409385,-84.93393
"Kent","WA",100,28.3,"medium",2012-09-19,3.53,"Washington",47.388254,-122.192276
"La Crosse","WI",170,14.15,"medium",2012-09-19,12.01,"Wisconsin",43.848665,-91.21141
"Lake City","FL",100,7.075,"medium",2012-09-19,14.13,"Florida",30.1590005,-82.645392
"Lake City","FL",100,7.075,"high",2012-09-19,14.13,"Florida",30.1590005,-82.645392
"Lakeshore","CA",80,28.3,"high",2012-09-19,2.83,"California",37.237216,-119.23304
"Larose","LA",50,14.15,"medium",2012-09-19,3.53,"Louisiana",29.535139,-90.44546
"Las Vegas","NV",300,28.3,"high",2012-09-19,10.6,"Nevada",36.058295,-115.11821
"Lawrenceville","GA",140,14.15,"medium",2012-09-19,9.89,"Georgia",33.939259,-84.0563395
"Lexington","SC",100,5,"medium",2012-09-19,20,"South Carolina",33.925183,-81.248345
"Longview","TX",375,28.3,"high",2012-09-19,13.25,"Texas",32.51121,-94.74353
"Los Angeles","CA",50,28.3,"medium",2012-09-19,1.77,"California",34.001115,-118.298662
"Los Angeles","CA",70,28.3,"high",2012-09-19,2.47,"California",34.001115,-118.298662
"Los Angeles","CA",100,28.3,"medium",2012-09-19,3.53,"California",34.001115,-118.298662
"Lynchburg","VA",35,5,"medium",2012-09-19,7,"Virginia",37.395242,-79.169913
"Marlboro","NJ",20,5,"medium",2012-09-19,4,"New Jersey",40.316876,-74.26112
"Marlton","NJ",340,28.3,"medium",2012-09-19,12.01,"New Jersey",39.88488,-74.90416
"Martinez","CA",250,28.3,"high",2012-09-19,8.83,"California",37.998912,-122.11501
"Melbourne","FL",275,28.3,"high",2012-09-19,9.72,"Florida",28.179535,-80.686159
"Meriden","CT",80,3.54,"high",2012-09-19,22.6,"Connecticut",41.532048,-72.81973
"Merrick","NY",50,3.54,"medium",2012-09-19,14.12,"New York",40.666575,-73.55475
"Miami","FL",240,28.3,"high",2012-09-19,8.48,"Florida",25.7219505,-80.35959
"Minneapolis","MN",140,7.075,"medium",2012-09-19,19.79,"Minnesota",45.0050635,-93.33726
"Mission Viejo","CA",80,28.3,"high",2012-09-19,2.83,"California",33.615462,-117.66681
"Modesto","CA",200,28.3,"medium",2012-09-19,7.07,"California",37.635274,-120.968045
"Moline","IL",55,3.54,"medium",2012-09-19,15.54,"Illinois",41.522617,-90.5580175
"Morristown","TN",600,28.3,"high",2012-09-19,21.2,"Tennessee",36.213293,-83.275211
"Mount Juliet","TN",100,5,"medium",2012-09-19,20,"Tennessee",36.1756235,-86.401121
"Naperville","IL",100,3.54,"high",2012-09-19,28.25,"Illinois",41.779832,-88.137015
"New Castle","DE",300,28.3,"medium",2012-09-19,10.6,"Delaware",39.616859,-75.5935385
"New York","NY",380,28.3,"high",2012-09-19,13.43,"New York",40.780751,-73.977182
"New York","NY",20,1,"high",2012-09-19,20,"New York",40.780751,-73.977182
"Norfolk","VA",50,3.54,"medium",2012-09-19,14.12,"Virginia",36.916497,-76.23972
"North Dartmouth","MA",20,1,"high",2012-09-19,20,"Massachusetts",41.637916,-70.99076
"North Miami Beach","FL",90,7.075,"high",2012-09-19,12.72,"Florida",25.941535,-80.13861
"Novato","CA",160,28.3,"medium",2012-09-19,5.65,"California",38.117065,-122.568442
"Oakland","CA",131,28.3,"medium",2012-09-19,4.63,"California",37.7699315,-122.189845
"Odessa","TX",20,1,"medium",2012-09-19,20,"Texas",31.854455,-102.35906
"Odessa","TX",360,28.3,"medium",2012-09-19,12.72,"Texas",31.854455,-102.35906
"Olathe","KS",20,3.54,"medium",2012-09-19,5.65,"Kansas",38.8948425,-94.831991
"Orlando","FL",30,10,"high",2012-09-19,3,"Florida",28.5538035,-81.260818
"Panama City","FL",200,28.3,"high",2012-09-19,7.07,"Florida",30.234451,-85.692035
"Philadelphia","PA",60,3.54,"high",2012-09-19,16.95,"Pennsylvania",40.001811,-75.12565
"Pinon Hills","CA",60,28.3,"low",2012-09-19,2.12,"California",34.44654,-117.63411
"Pittsburg","KS",100,5,"medium",2012-09-19,20,"Kansas",37.408511,-94.70414
"Portland","ME",50,7.075,"high",2012-09-19,7.07,"Maine",43.84649,-70.464839
"Pueblo","CO",200,28.3,"high",2012-09-19,7.07,"Colorado",38.128626,-104.552299
"Raleigh","NC",600,28.3,"high",2012-09-19,21.2,"North Carolina",35.797692,-78.625265
"Ramsey","NJ",75,5,"medium",2012-09-19,15,"New Jersey",41.058819,-74.14238
"Randolph Center","VT",90,7.075,"medium",2012-09-19,12.72,"Vermont",43.928369,-72.5731
"Reading","PA",100,28.3,"low",2012-09-19,3.53,"Pennsylvania",40.335023,-75.94215
"Reno","NV",130,14.15,"high",2012-09-19,9.19,"Nevada",39.543941,-119.77497
"Reno","NV",125,28.3,"medium",2012-09-19,4.42,"Nevada",39.543941,-119.77497
"Richmond","VA",450,28.3,"high",2012-09-19,15.9,"Virginia",37.524246,-77.493157
"Richmond","VA",100,5,"high",2012-09-19,20,"Virginia",37.524246,-77.493157
"Rochester","NY",290,28.3,"high",2012-09-19,10.25,"New York",43.223213,-77.68132
"Rochester","NY",100,28.3,"high",2012-09-19,3.53,"New York",43.223213,-77.68132
"Rockville","MD",200,14.15,"high",2012-09-19,14.13,"Maryland",39.1186935,-77.1897085
"Saint Paul","MN",30,3.54,"high",2012-09-19,8.47,"Minnesota",44.9984085,-93.105869
"Salt Lake City","UT",25,7.075,"high",2012-09-19,3.53,"Utah",40.668068,-111.908297
"San Antonio","TX",175,28.3,"high",2012-09-19,6.18,"Texas",29.437532,-98.461582
"San Diego","CA",100,14.15,"high",2012-09-19,7.07,"California",32.998855,-117.02431
"San Diego","CA",40,3.54,"medium",2012-09-19,11.3,"California",32.998855,-117.02431
"San Fernando","CA",90,14.15,"medium",2012-09-19,6.36,"California",34.0357645,-118.368436
"San Francisco","CA",60,7.075,"high",2012-09-19,8.48,"California",37.784827,-122.727802
"San Jose","CA",300,28.3,"medium",2012-09-19,10.6,"California",37.189396,-121.723568
"San Jose","CA",100,28.3,"high",2012-09-19,3.53,"California",37.189396,-121.723568
"Savannah","GA",150,14.15,"high",2012-09-19,10.6,"Georgia",31.971394,-81.07156
"Seaford","DE",25,7.075,"medium",2012-09-19,3.53,"Delaware",38.643248,-75.61102
"Searcy","AR",60,3.54,"high",2012-09-19,16.95,"Arkansas",35.247376,-91.732556
"Seattle","WA",70,7.075,"high",2012-09-19,9.89,"Washington",47.543348,-122.30373
"Silver Lake","WI",120,3.54,"medium",2012-09-19,33.9,"Wisconsin",42.5501315,-88.170325
"Stockton","CA",220,28.3,"high",2012-09-19,7.77,"California",37.9551485,-121.2866535
"Sulphur","LA",37,28.3,"medium",2012-09-19,1.31,"Louisiana",30.245205,-93.3636
"Superior","AZ",125,28.3,"high",2012-09-19,4.42,"Arizona",33.282955,-111.105075
"Tallahassee","FL",190,14.15,"high",2012-09-19,13.43,"Florida",30.479347,-84.31961
"Ventura","CA",20,5,"medium",2012-09-19,4,"California",34.1505595,-119.140264
"Ventura","CA",100,14.15,"medium",2012-09-19,7.07,"California",34.1505595,-119.140264
"Wayne","NJ",50,3.54,"medium",2012-09-19,14.12,"New Jersey",41.011428,-74.304793
"West Bend","WI",45,3.54,"high",2012-09-19,12.71,"Wisconsin",43.4249515,-88.179525
"West Palm Beach","FL",160,14.15,"high",2012-09-19,11.31,"Florida",26.669744,-80.12704
"Westerville","OH",325,28.3,"high",2012-09-19,11.48,"Ohio",40.109513,-82.91606
"Wichita Falls","TX",350,28.3,"high",2012-09-19,12.37,"Texas",33.89476,-98.5084435
"Wilson","NY",15,5,"medium",2012-09-19,3,"New York",43.307288,-78.83368
"York","PA",200,28.3,"high",2012-09-19,7.07,"Pennsylvania",39.962821,-76.71206
"Mckinney","TX",100,14.15,"high",2012-09-19,7.07,"Texas",33.1972465,-96.6397822
"Abbeville","AL",100,28.3,"medium",2012-09-20,3.53,"Alabama",31.599256,-85.2094
"Abington","PA",15,3.54,"medium",2012-09-20,4.24,"Pennsylvania",40.127907,-75.12695
"Adams","OR",50,28.3,"low",2012-09-20,1.77,"Oregon",45.719133,-118.46578
"Alexandria","VA",400,28.3,"high",2012-09-20,14.13,"Virginia",38.813013,-77.08666
"Alexandria","VA",40,3.54,"medium",2012-09-20,11.3,"Virginia",38.813013,-77.08666
"Alpena","AR",100,10,"medium",2012-09-20,10,"Arkansas",36.272469,-93.31302
"Altoona","AL",50,7.075,"medium",2012-09-20,7.07,"Alabama",34.057496,-86.32225
"Amarillo","TX",250,15,"medium",2012-09-20,16.67,"Texas",35.401475,-101.895089
"Arcata","CA",120,28.3,"medium",2012-09-20,4.24,"California",40.878317,-124.07519
"Arlington Heights","IL",120,7.075,"high",2012-09-20,16.96,"Illinois",42.069327,-87.97723
"Atco","NJ",50,3.54,"medium",2012-09-20,14.12,"New Jersey",39.769357,-74.87264
"Atlanta","GA",100,7.075,"medium",2012-09-20,14.13,"Georgia",33.844371,-84.47405
"Atlanta","GA",100,7.075,"high",2012-09-20,14.13,"Georgia",33.844371,-84.47405
"Austin","TX",120,14.15,"medium",2012-09-20,8.48,"Texas",30.326374,-97.771258
"Baltimore","MD",100,5,"high",2012-09-20,20,"Maryland",39.2847815,-76.620489
"Baltimore","MD",150,28.3,"medium",2012-09-20,5.3,"Maryland",39.2847815,-76.620489
"Batesville","AR",120,28.3,"medium",2012-09-20,4.24,"Arkansas",35.7578485,-91.5863265
"Bay Shore","NY",30,28.3,"medium",2012-09-20,1.06,"New York",40.729098,-73.25607
"Beverly Hills","FL",200,28.3,"high",2012-09-20,7.07,"Florida",28.8958445,-82.492552
"Billings","MT",125,14.15,"high",2012-09-20,8.83,"Montana",45.978288,-108.194508
"Birmingham","AL",40,10,"medium",2012-09-20,4,"Alabama",33.544622,-86.929208
"Bonifay","FL",20,5,"low",2012-09-20,4,"Florida",30.838337,-85.67495
"Boston","MA",60,5,"high",2012-09-20,12,"Massachusetts",42.338947,-71.026964
"Boulder","CO",185,28.3,"medium",2012-09-20,6.54,"Colorado",40.087835,-105.373507
"Boulder","CO",200,28.3,"high",2012-09-20,7.07,"Colorado",40.087835,-105.373507
"Boulder","CO",150,10,"high",2012-09-20,15,"Colorado",40.087835,-105.373507
"Boulder","CO",120,28.3,"medium",2012-09-20,4.24,"Colorado",40.087835,-105.373507
"Brooklyn","CT",100,28.3,"medium",2012-09-20,3.53,"Connecticut",41.782474,-71.95989
"Brooklyn","NY",300,28.3,"high",2012-09-20,10.6,"New York",40.645099,-73.945032
"Buffalo","NY",100,10,"high",2012-09-20,10,"New York",42.8807395,-78.86801
"Bunnlevel","NC",20,7.075,"high",2012-09-20,2.83,"North Carolina",35.316332,-78.82527
"Burlington","VT",50,3.54,"high",2012-09-20,14.12,"Vermont",44.442117,-73.082525
"Caldwell","NJ",350,28.3,"medium",2012-09-20,12.37,"New Jersey",40.8204245,-74.2622055
"Cedar Falls","IA",250,14.15,"high",2012-09-20,17.67,"Iowa",42.498476,-92.3827825
"Charlotte","NC",120,7.075,"medium",2012-09-20,16.96,"North Carolina",35.26002,-80.804151
"Charlotte","NC",20,5,"high",2012-09-20,4,"North Carolina",35.26002,-80.804151
"Chicago","IL",125,7.075,"low",2012-09-20,17.67,"Illinois",41.8474,-87.68732
"Coeur D Alene","ID",40,3.54,"medium",2012-09-20,11.3,"Idaho",47.678798,-116.7757
"Columbus","OH",100,28.3,"high",2012-09-20,3.53,"Ohio",39.969036,-83.011389
"Columbus","OH",25,3.54,"medium",2012-09-20,7.06,"Ohio",39.969036,-83.011389
"Cross Plains","TN",50,25,"high",2012-09-20,2,"Tennessee",36.548569,-86.67907
"Crowley","LA",250,28.3,"medium",2012-09-20,8.83,"Louisiana",30.221088,-92.3405025
"Dallas","TX",50,14.15,"medium",2012-09-20,3.53,"Texas",32.767268,-96.777626
"Dallas","TX",100,7.075,"high",2012-09-20,14.13,"Texas",32.767268,-96.777626
"Dayton","OH",70,5,"high",2012-09-20,14,"Ohio",39.750471,-84.221865
"Detroit","MI",70,5,"high",2012-09-20,14,"Michigan",42.239933,-83.150823
"Dover","DE",280,28.3,"high",2012-09-20,9.89,"Delaware",39.15,-75.51163
"Dubuque","IA",160,14.15,"high",2012-09-20,11.31,"Iowa",42.484861,-90.75329
"Duluth","MN",60,3.54,"high",2012-09-20,16.95,"Minnesota",46.821489,-92.16969
"Duluth","MN",220,28.3,"medium",2012-09-20,7.77,"Minnesota",46.821489,-92.16969
"Dupont","WA",10,1,"high",2012-09-20,10,"Washington",47.088719,-122.64326
"East Meadow","NY",60,28.3,"high",2012-09-20,2.12,"New York",40.7143,-73.55527
"Everett","WA",140,10,"medium",2012-09-20,14,"Washington",47.956734,-122.20111
"Fall River","MA",190,14.15,"high",2012-09-20,13.43,"Massachusetts",41.691369,-71.13986
"Farmington","ME",90,7.075,"high",2012-09-20,12.72,"Maine",44.66776,-70.12362
"Farmington","ME",45,3.54,"high",2012-09-20,12.71,"Maine",44.66776,-70.12362
"Fort Bragg","NC",40,5,"medium",2012-09-20,8,"North Carolina",35.0964665,-78.908045
"Fort Collins","CO",200,28.3,"high",2012-09-20,7.07,"Colorado",40.540565,-105.10494
"Franklin","PA",100,5,"high",2012-09-20,20,"Pennsylvania",41.407366,-79.83921
"Gainesville","FL",560,28.3,"high",2012-09-20,19.79,"Florida",29.681312,-82.353862
"Garden Grove","CA",35,3.54,"medium",2012-09-20,9.89,"California",33.774216,-117.9543
"Grand Junction","CO",200,28.3,"medium",2012-09-20,7.07,"Colorado",39.072831,-108.55
"Guyton","GA",45,28.3,"medium",2012-09-20,1.59,"Georgia",32.313816,-81.3908
"Hattiesburg","MS",200,7.075,"medium",2012-09-20,28.27,"Mississippi",31.228825,-89.294772
"Hauppauge","NY",40,3.54,"medium",2012-09-20,11.3,"New York",40.814756,-73.2007295
"Horsham","PA",60,28.3,"medium",2012-09-20,2.12,"Pennsylvania",40.184758,-75.14386
"Howell","NJ",400,28.3,"medium",2012-09-20,14.13,"New Jersey",40.146597,-74.20815
"Ithaca","NY",90,3.54,"high",2012-09-20,25.42,"New York",42.4484135,-76.4902765
"Jacksonville Beach","FL",40,5,"medium",2012-09-20,8,"Florida",30.3147905,-81.5407735
"Kansas City","MO",800,28.3,"high",2012-09-20,28.27,"Missouri",39.035038,-94.50755
"Kansas City","MO",100,28.3,"medium",2012-09-20,3.53,"Missouri",39.035038,-94.50755
"Kissimmee","FL",40,5,"medium",2012-09-20,8,"Florida",28.287883,-81.42159
"Lakeland","FL",90,28.3,"medium",2012-09-20,3.18,"Florida",28.015032,-81.95206
"Lancaster","CA",40,3.54,"medium",2012-09-20,11.3,"California",34.23927,-118.298662
"Land O Lakes","FL",100,7.075,"high",2012-09-20,14.13,"Florida",28.24,-82.49
"Las Vegas","NV",50,14.15,"high",2012-09-20,3.53,"Nevada",36.058295,-115.11821
"Las Vegas","NV",100,28.3,"medium",2012-09-20,3.53,"Nevada",36.058295,-115.11821
"Latrobe","PA",60,3.54,"high",2012-09-20,16.95,"Pennsylvania",40.299646,-79.38845
"Lincolnton","NC",350,28.3,"high",2012-09-20,12.37,"North Carolina",35.4791345,-81.2402415
"Little Silver","NJ",40,3.54,"low",2012-09-20,11.3,"New Jersey",40.33517,-74.04059
"Longview","WA",135,28.3,"high",2012-09-20,4.77,"Washington",46.156082,-122.98043
"Los Angeles","CA",230,28.3,"high",2012-09-20,8.13,"California",34.001115,-118.298662
"Los Angeles","CA",250,28.3,"medium",2012-09-20,8.83,"California",34.001115,-118.298662
"Massapequa","NY",90,7.075,"medium",2012-09-20,12.72,"New York",40.68085,-73.46289
"Mesa","AZ",260,28.3,"high",2012-09-20,9.19,"Arizona",33.400127,-111.78594
"Miami Beach","FL",300,28.3,"high",2012-09-20,10.6,"Florida",25.784401,-80.1355185
"Monterey","CA",120,14.15,"high",2012-09-20,8.48,"California",36.4702615,-121.509799
"Nashville","TN",50,3.54,"high",2012-09-20,14.12,"Tennessee",36.186605,-86.785248
"New Britain","CT",300,28.3,"high",2012-09-20,10.6,"Connecticut",41.666149,-72.7845955
"New Brunswick","NJ",312,28.3,"high",2012-09-20,11.02,"New Jersey",40.430006,-74.417344
"New York","NY",320,28.3,"high",2012-09-20,11.31,"New York",40.780751,-73.977182
"New York","NY",145,7.075,"medium",2012-09-20,20.49,"New York",40.780751,-73.977182
"New York","NY",50,3.54,"high",2012-09-20,14.12,"New York",40.780751,-73.977182
"New York","NY",180,14.15,"high",2012-09-20,12.72,"New York",40.780751,-73.977182
"North Hollywood","CA",140,14.15,"medium",2012-09-20,9.89,"California",33.786594,-118.298662
"Northbrook","IL",100,5,"medium",2012-09-20,20,"Illinois",41.9682525,-87.765175
"Oklahoma City","OK",25,7.075,"medium",2012-09-20,3.53,"Oklahoma",35.535989,-97.43249
"Olathe","KS",250,28.3,"medium",2012-09-20,8.83,"Kansas",38.8948425,-94.831991
"Omaha","NE",50,3.54,"high",2012-09-20,14.12,"Nebraska",41.291736,-96.118065
"Orange Cove","CA",80,28.3,"medium",2012-09-20,2.83,"California",36.623699,-119.30892
"Orlando","FL",200,14.15,"high",2012-09-20,14.13,"Florida",28.5538035,-81.260818
"Palm Bay","FL",200,14.15,"high",2012-09-20,14.13,"Florida",28.031689,-80.67729
"Paterson","NJ",26,14.15,"high",2012-09-20,1.84,"New Jersey",40.925778,-74.17784
"Paterson","NJ",90,7.075,"high",2012-09-20,12.72,"New Jersey",40.925778,-74.17784
"Peabody","MA",60,3.54,"medium",2012-09-20,16.95,"Massachusetts",42.584744,-70.9202915
"Pittsburgh","PA",140,28.3,"high",2012-09-20,4.95,"Pennsylvania",40.434436,-80.024817
"Plainsboro","NJ",70,3.54,"medium",2012-09-20,19.77,"New Jersey",40.33371,-74.58512
"Portland","OR",190,28.3,"high",2012-09-20,6.71,"Oregon",45.546205,-122.59418
"Prattville","AL",100,5,"high",2012-09-20,20,"Alabama",32.488113,-86.52962
"Rockland","ME",180,14.15,"high",2012-09-20,12.72,"Maine",44.108735,-69.11366
"Rockville","MD",260,28.3,"high",2012-09-20,9.19,"Maryland",39.1186935,-77.1897085
"Sacramento","CA",60,28.3,"high",2012-09-20,2.12,"California",38.377411,-121.444429
"Saint Louis","MO",115,7.075,"medium",2012-09-20,16.25,"Missouri",38.6531,-90.253045
"Saint Louis","MO",100,5,"high",2012-09-20,20,"Missouri",38.6531,-90.253045
"Saint Louis","MO",140,7.075,"high",2012-09-20,19.79,"Missouri",38.6531,-90.253045
"Salinas","CA",25,7.075,"high",2012-09-20,3.53,"California",36.6429165,-121.627675
"San Antonio","TX",10,7.075,"low",2012-09-20,1.41,"Texas",29.437532,-98.461582
"San Diego","CA",65,3.54,"high",2012-09-20,18.36,"California",32.998855,-117.02431
"San Francisco","CA",120,28.3,"medium",2012-09-20,4.24,"California",37.784827,-122.727802
"San Jose","CA",120,15,"high",2012-09-20,8,"California",37.189396,-121.723568
"San Pedro","CA",15,10,"medium",2012-09-20,1.5,"California",33.761656,-118.298662
"San Ramon","CA",20,5,"medium",2012-09-20,4,"California",37.758675,-121.941065
"Santa Cruz","CA",8,3.54,"medium",2012-09-20,2.26,"California",36.9903775,-122.018445
